1,民生银行民生加银资管上海分行理财1号专项资产管理计划,一对一,2015/12/7,2018/12/7,2241000000,0.0003,,,金融合作一部,360,行内,民生银行,资产管理部,郭蕊,按年付息
1,民生银行民生加银资管汕头分行理财1号专项资产管理计划,一对一,2015/3/6,2017/3/6,42000000,0.0003,,,金融合作一部,360,行内,民生银行,资产管理部,郭蕊,按季支付
1,民生银行民生加银资管厦门分行理财1号专项资产管理计划,一对一,2015/9/25,2018/9/25,1000000000,0.0003,,,金融合作一部,360,行内,民生银行,资产管理部,郭蕊,按季支付
1,民生银行民生加银资管厦门分行理财1号专项资产管理计划,一对一,2015/10/28,2017/10/27,600000000,0.0003,,,金融合作一部,360,行内,民生银行,资产管理部,郭蕊,按季支付
1,民生银行民生加银资管厦门分行理财1号专项资产管理计划,一对一,2016/3/29,2019/3/29,275000000,0.0003,,,金融合作一部,360,行内,民生银行,资产管理部,郭蕊,按季支付
1,民生银行民生加银资管厦门分行理财1号专项资产管理计划,一对一,2016/3/29,2019/3/29,725000000,0.0003,,,金融合作一部,360,行内,民生银行,资产管理部,郭蕊,按季支付
1,民生银行民生加银资管泉州分行理财3号专项资产管理计划,一对一,2015/8/19,2018/8/19,100000000,0.0006,,,金融合作一部,360,行内,民生银行,资产管理部,郭蕊,按季支付
1,民生银行民生加银资管泉州分行理财1号专项资产管理计划,一对一,2015/5/12,2017/4/21,100000000,0.0003,,,金融合作一部,360,行内,民生银行,资产管理部,郭蕊,按季支付
1,民生银行民生加银资管泉州分行理财1号专项资产管理计划,一对一,2015/6/18,2017/6/1,48000000,0.0003,,,金融合作一部,360,行内,民生银行,资产管理部,郭蕊,每月20收取利息，管理费按季支付
1,民生银行民生加银资管泉州分行理财1号专项资产管理计划,一对一,2015/6/19,2017/6/1,50000000,0.0003,,,金融合作一部,360,行内,民生银行,资产管理部,郭蕊,每月20收取利息，管理费按季支付
1,民生银行民生加银资管泉州分行理财1号专项资产管理计划,一对一,2015/6/23,2017/6/1,50000000,0.0003,,,金融合作一部,360,行内,民生银行,资产管理部,郭蕊,每月20收取利息，管理费按季支付
1,民生银行民生加银资管泉州分行2号专项资产管理计划,一对一,2015/5/25,2017/5/25,200000000,0.0005,,,金融合作一部,360,行内,民生银行,资产管理部,郭蕊,按季支付
1,民生银行民生加银资管青岛分行理财1号专项资产管理计划,一对一,2015/7/13,2016/6/27,200000000,0.0003,,,金融合作一部,360,行内,民生银行,资产管理部,郭蕊,按季支付
1,民生银行民生加银资管青岛分行理财1号专项资产管理计划,一对一,2015/9/30,2016/9/30,100000000,0.0003,,,金融合作一部,360,行内,民生银行,资产管理部,郭蕊,按季支付
1,民生银行民生加银资管青岛分行理财1号专项资产管理计划,一对一,2015/11/19,2016/11/18,150000000,0.0003,,,金融合作一部,360,行内,民生银行,资产管理部,郭蕊,按季支付
1,民生银行民生加银资管青岛分行理财1号专项资产管理计划,一对一,2015/11/26,2016/11/25,150000000,0.0003,,,金融合作一部,360,行内,民生银行,资产管理部,郭蕊,按季支付
1,民生银行民生加银资管青岛分行理财1号专项资产管理计划,一对一,2015/12/9,2016/12/9,100000000,0.0003,,,金融合作一部,360,行内,民生银行,资产管理部,郭蕊,按季支付
1,民生银行民生加银资管青岛分行理财1号专项资产管理计划,一对一,2015/12/17,2016/12/16,50000000,0.0003,,,金融合作一部,360,行内,民生银行,资产管理部,郭蕊,按季支付
1,民生银行民生加银资管青岛分行理财1号专项资产管理计划,一对一,2016/1/13,2017/1/13,200000000,0.0003,,,金融合作一部,360,行内,民生银行,资产管理部,郭蕊,按季支付
1,民生银行民生加银资管宁波分行理财1号专项资产管理计划,一对一,2016/3/18,2018/3/17,750000000,0.0003,,,金融合作一部,360,行内,民生银行,资产管理部,郭蕊,按季支付
1,民生银行民生加银资管宁波分行理财1号专项资产管理计划,一对一,2016/3/18,2018/3/17,750000000,0.0003,,,金融合作一部,360,行内,民生银行,资产管理部,郭蕊,按季支付
1,民生银行民生加银资管宁波分行理财1号专项资产管理计划,一对一,2016/3/18,2018/3/17,650000000,0.0003,,,金融合作一部,360,行内,民生银行,资产管理部,郭蕊,按季支付
1,民生银行民生加银资管宁波分行理财1号专项资产管理计划,一对一,2015/5/29,2017/4/26,55000000,0.0003,,,金融合作一部,360,行内,民生银行,资产管理部,郭蕊,按季支付
1,民生银行民生加银资管能源金融事业部理财2号专项资产管理计划,一对一,2014/11/28,2016/10/28,500000000,0.0003,,,金融合作一部,360,行内,民生银行,资产管理部,郭蕊,按季支付
1,民生银行民生加银资管能源金融事业部理财2号专项资产管理计划,一对一,2014/11/28,2016/11/28,500000000,0.0003,,,金融合作一部,360,行内,民生银行,资产管理部,郭蕊,按季支付
1,民生银行民生加银资管能源金融事业部理财2号专项资产管理计划,一对一,2014/9/26,2016/9/26,300000000,0.0003,,,金融合作一部,360,行内,民生银行,资产管理部,郭蕊,按季支付
1,民生银行民生加银资管能源金融事业部理财2号专项资产管理计划,一对一,2014/12/19,2017/11/17,600000000,0.0003,,,金融合作一部,360,行内,民生银行,资产管理部,郭蕊,按季支付
1,民生银行民生加银资管能源金融事业部理财2号专项资产管理计划,一对一,2015/2/13,2017/2/13,500000000,0.0003,,,金融合作一部,360,行内,民生银行,资产管理部,郭蕊,按季支付
1,民生银行民生加银资管能源金融事业部理财2号专项资产管理计划,一对一,2015/4/10,2017/4/10,400000000,0.0003,,,金融合作一部,360,行内,民生银行,资产管理部,郭蕊,按季支付
1,民生银行民生加银资管能源金融事业部理财2号专项资产管理计划,一对一,2015/5/6,2016/5/6,150000000,0.0003,,,金融合作一部,360,行内,民生银行,资产管理部,郭蕊,按季支付
1,民生银行民生加银资管能源金融事业部理财2号专项资产管理计划,一对一,2015/5/8,2016/4/29,50000000,0.0003,,,金融合作一部,360,行内,民生银行,资产管理部,郭蕊,按季支付
1,民生银行民生加银资管能源金融事业部理财2号专项资产管理计划,一对一,2015/5/12,2016/5/12,200000000,0.0003,,,金融合作一部,360,行内,民生银行,资产管理部,郭蕊,按季支付
1,民生银行民生加银资管能源金融事业部理财2号专项资产管理计划,一对一,2015/5/13,2017/5/12,180000000,0.0003,,,金融合作一部,360,行内,民生银行,资产管理部,郭蕊,按季支付
1,民生银行民生加银资管能源金融事业部理财2号专项资产管理计划,一对一,2015/6/5,2017/6/2,500000000,0.0003,,,金融合作一部,360,行内,民生银行,资产管理部,郭蕊,按季支付
1,民生银行民生加银资管能源金融事业部理财2号专项资产管理计划,一对一,2015/6/10,2016/6/10,200000000,0.0003,,,金融合作一部,360,行内,民生银行,资产管理部,郭蕊,按季支付
1,民生银行民生加银资管能源金融事业部理财2号专项资产管理计划,一对一,2015/6/15,2016/5/27,100000000,0.0003,,,金融合作一部,360,行内,民生银行,资产管理部,郭蕊,按季支付
1,民生银行民生加银资管能源金融事业部理财2号专项资产管理计划,一对一,2015/6/18,2016/6/16,150000000,0.0003,,,金融合作一部,360,行内,民生银行,资产管理部,郭蕊,按季支付
1,民生银行民生加银资管能源金融事业部理财2号专项资产管理计划,一对一,2015/6/18,2016/6/16,220000000,0.0003,,,金融合作一部,360,行内,民生银行,资产管理部,郭蕊,按季支付
1,民生银行民生加银资管能源金融事业部理财2号专项资产管理计划,一对一,2015/8/5,2016/8/5,500000000,0.0003,,,金融合作一部,360,行内,民生银行,资产管理部,郭蕊,按季支付
1,民生银行民生加银资管能源金融事业部理财2号专项资产管理计划,一对一,2015/8/10,2016/8/10,200000000,0.0003,,,金融合作一部,360,行内,民生银行,资产管理部,郭蕊,按季支付
1,民生银行民生加银资管能源金融事业部理财2号专项资产管理计划,一对一,2015/9/11,2017/9/11,200000000,0.0003,,,金融合作一部,360,行内,民生银行,资产管理部,郭蕊,按季支付
1,民生银行民生加银资管能源金融事业部理财2号专项资产管理计划,一对一,2015/10/14,2016/10/14,200000000,0.0003,,,金融合作一部,360,行内,民生银行,资产管理部,郭蕊,按季支付
1,民生银行民生加银资管能源金融事业部理财2号专项资产管理计划,一对一,2015/10/20,2017/10/20,200000000,0.0003,,,金融合作一部,360,行内,民生银行,资产管理部,郭蕊,按季支付
1,民生银行民生加银资管能源金融事业部理财2号专项资产管理计划,一对一,2015/10/22,2016/10/21,300000000,0.0003,,,金融合作一部,360,行内,民生银行,资产管理部,郭蕊,按季支付
1,民生银行民生加银资管能源金融事业部理财2号专项资产管理计划,一对一,2015/10/28,2016/10/28,500000000,0.0003,,,金融合作一部,360,行内,民生银行,资产管理部,郭蕊,按季支付
1,民生银行民生加银资管能源金融事业部理财2号专项资产管理计划,一对一,2015/11/5,2016/11/4,500000000,0.0003,,,金融合作一部,360,行内,民生银行,资产管理部,郭蕊,按季支付
1,民生银行民生加银资管能源金融事业部理财2号专项资产管理计划,一对一,2015/11/5,2016/10/27,400000000,0.0003,,,金融合作一部,360,行内,民生银行,资产管理部,郭蕊,按季支付
1,民生银行民生加银资管能源金融事业部理财2号专项资产管理计划,一对一,2015/11/6,2016/11/4,200000000,0.0003,,,金融合作一部,360,行内,民生银行,资产管理部,郭蕊,按季支付
1,民生银行民生加银资管能源金融事业部理财2号专项资产管理计划,一对一,2015/11/18,2017/11/17,200000000,0.0003,,,金融合作一部,360,行内,民生银行,资产管理部,郭蕊,按季支付
1,民生银行民生加银资管能源金融事业部理财2号专项资产管理计划,一对一,2015/12/23,2017/12/22,235000000,0.0003,,,金融合作一部,360,行内,民生银行,资产管理部,郭蕊,按季支付
1,民生银行民生加银资管能源金融事业部理财2号专项资产管理计划,一对一,2015/12/30,2016/8/30,130000000,0.0003,,,金融合作一部,360,行内,民生银行,资产管理部,郭蕊,按季支付
1,民生银行民生加银资管能源金融事业部理财2号专项资产管理计划,一对一,2016/1/13,2018/1/12,200000000,0.0003,,,金融合作一部,360,行内,民生银行,资产管理部,郭蕊,按季支付
1,民生银行民生加银资管能源金融事业部理财2号专项资产管理计划,一对一,2016/1/22,2016/8/21,150000000,0.0003,,,金融合作一部,360,行内,民生银行,资产管理部,郭蕊,按季支付
1,民生银行民生加银资管能源金融事业部理财2号专项资产管理计划,一对一,2016/1/26,2018/1/26,150000000,0.0003,,,金融合作一部,360,行内,民生银行,资产管理部,郭蕊,按季支付
1,民生银行民生加银资管能源金融事业部理财2号专项资产管理计划,一对一,2016/1/28,2018/1/26,150000000,0.0003,,,金融合作一部,360,行内,民生银行,资产管理部,郭蕊,按季支付
1,民生银行民生加银资管能源金融事业部理财2号专项资产管理计划,一对一,2016/2/2,2018/2/2,150000000,0.0003,,,金融合作一部,360,行内,民生银行,资产管理部,郭蕊,按季支付
1,民生银行民生加银资管能源金融事业部理财2号专项资产管理计划,一对一,2016/3/2,2016/9/2,120000000,0.0003,,,金融合作一部,360,行内,民生银行,资产管理部,郭蕊,按季支付
1,民生银行民生加银资管能源金融事业部理财2号专项资产管理计划,一对一,2016/3/7,2018/3/7,215000000,0.0003,,,金融合作一部,360,行内,民生银行,资产管理部,郭蕊,按季支付
1,民生银行民生加银资管能源金融事业部理财2号专项资产管理计划,一对一,2016/3/16,2018/3/16,500000000,0.0003,,,金融合作一部,360,行内,民生银行,资产管理部,郭蕊,按季支付
1,民生银行民生加银资管能源金融事业部理财2号专项资产管理计划,一对一,2015/12/14,2016/12/14,900000000,0.0003,,,金融合作一部,360,行内,民生银行,资产管理部,郭蕊,按季支付
1,民生银行民生加银资管能源金融事业部理财2号专项资产管理计划,一对一,2016/3/28,2017/3/28,118000000,0.0003,,,金融合作一部,360,行内,民生银行,资产管理部,郭蕊,按季支付
1,民生银行民生加银资管能源金融事业部理财2号专项资产管理计划,一对一,2016/3/31,2017/3/31,100000000,0.0003,,,金融合作一部,360,行内,民生银行,资产管理部,郭蕊,按季支付
1,民生银行民生加银资管能源金融事业部理财1号专项资产管理计划,一对一,2014/7/11,2016/7/11,350000000,0.0003,,,金融合作一部,360,行内,民生银行,资产管理部,郭蕊,按季支付
1,民生银行民生加银资管能源金融事业部理财1号专项资产管理计划,一对一,2014/5/29,2016/5/27,500000000,0.0003,,,金融合作一部,360,行内,民生银行,资产管理部,郭蕊,按季支付
1,民生银行民生加银资管南宁分行理财2号专项资产管理计划,一对一,2015/5/19,2016/5/19,70000000,0.0003,,,金融合作一部,360,行内,民生银行,资产管理部,郭蕊,按季支付
1,民生银行民生加银资管南宁分行理财2号专项资产管理计划,一对一,2015/5/25,2016/5/25,300000000,0.0003,,,金融合作一部,360,行内,民生银行,资产管理部,郭蕊,按季支付
1,民生银行民生加银资管南宁分行理财2号专项资产管理计划,一对一,2015/6/30,2016/6/30,400000000,0.0003,,,金融合作一部,360,行内,民生银行,资产管理部,郭蕊,按季支付
1,民生银行民生加银资管南宁分行理财2号专项资产管理计划,一对一,2015/7/14,2016/7/14,50000000,0.0003,,,金融合作一部,360,行内,民生银行,资产管理部,郭蕊,按季支付
1,民生银行民生加银资管南宁分行理财2号专项资产管理计划,一对一,2015/9/15,2016/9/14,50000000,0.0003,,,金融合作一部,360,行内,民生银行,资产管理部,郭蕊,按季支付
1,民生银行民生加银资管南宁分行理财2号专项资产管理计划,一对一,2015/12/17,2016/9/16,440000000,0.0003,,,金融合作一部,360,行内,民生银行,资产管理部,郭蕊,按季支付
1,民生银行民生加银资管南宁分行理财2号专项资产管理计划,一对一,2015/11/12,2016/9/28,1000000000,0.0003,,,金融合作一部,360,行内,民生银行,资产管理部,郭蕊,按季支付
1,民生银行民生加银资管南宁分行理财2号专项资产管理计划,一对一,2015/9/29,2016/9/29,100000000,0.0003,,,金融合作一部,360,行内,民生银行,资产管理部,郭蕊,按季支付
1,民生银行民生加银资管南宁分行理财2号专项资产管理计划,一对一,2016/4/6,2016/9/29,180000000,0.0003,,,金融合作一部,360,行内,民生银行,资产管理部,郭蕊,按季支付
1,民生银行民生加银资管南宁分行理财2号专项资产管理计划,一对一,2015/12/11,2016/12/9,50000000,0.0003,,,金融合作一部,360,行内,民生银行,资产管理部,郭蕊,按季支付
1,民生银行民生加银资管南宁分行理财2号专项资产管理计划,一对一,2016/1/13,2017/1/12,600000000,0.0003,,,金融合作一部,360,行内,民生银行,资产管理部,郭蕊,按季支付
1,民生银行民生加银资管南宁分行理财2号专项资产管理计划,一对一,2016/1/22,2017/1/20,50000000,0.0003,,,金融合作一部,360,行内,民生银行,资产管理部,郭蕊,按季支付
1,民生银行民生加银资管南宁分行理财2号专项资产管理计划,一对一,2016/3/18,2017/2/17,100000000,0.0003,,,金融合作一部,360,行内,民生银行,资产管理部,郭蕊,按季支付
1,民生银行民生加银资管南宁分行理财2号专项资产管理计划,一对一,2015/3/18,2017/3/17,1000000000,0.0003,,,金融合作一部,360,行内,民生银行,资产管理部,郭蕊,按季支付
1,民生银行民生加银资管南宁分行理财2号专项资产管理计划,一对一,2016/3/22,2017/3/22,650000000,0.0003,,,金融合作一部,360,行内,民生银行,资产管理部,郭蕊,按季支付
1,民生银行民生加银资管南宁分行理财2号专项资产管理计划,一对一,2016/3/31,2017/3/30,50000000,0.0003,,,金融合作一部,360,行内,民生银行,资产管理部,郭蕊,按季支付
1,民生银行民生加银资管南宁分行理财2号专项资产管理计划,一对一,2016/3/31,2017/3/31,100000000,0.0003,,,金融合作一部,360,行内,民生银行,资产管理部,郭蕊,按季支付
1,民生银行民生加银资管南宁分行理财2号专项资产管理计划,一对一,2015/5/18,2017/4/17,100000000,0.0003,,,金融合作一部,360,行内,民生银行,资产管理部,郭蕊,按季支付
1,民生银行民生加银资管南宁分行理财2号专项资产管理计划,一对一,2015/5/18,2017/4/17,100000000,0.0003,,,金融合作一部,360,行内,民生银行,资产管理部,郭蕊,按季支付
1,民生银行民生加银资管南宁分行理财2号专项资产管理计划,一对一,2015/4/30,2017/4/28,1000000000,0.0003,,,金融合作一部,360,行内,民生银行,资产管理部,郭蕊,按季支付
1,民生银行民生加银资管南宁分行理财2号专项资产管理计划,一对一,2016/2/3,2018/2/2,500000000,0.0003,,,金融合作一部,360,行内,民生银行,资产管理部,郭蕊,按季支付
1,民生银行民生加银资管南宁分行理财2号专项资产管理计划,一对一,2015/7/10,2018/7/10,449000000,0.0003,,,金融合作一部,360,行内,民生银行,资产管理部,郭蕊,按季支付
1,民生银行民生加银资管南宁分行理财2号专项资产管理计划,一对一,2015/11/19,2018/11/19,350000000,0.0003,,,金融合作一部,360,行内,民生银行,资产管理部,郭蕊,按季支付
1,民生银行民生加银资管南宁分行理财2号专项资产管理计划,一对一,2016/3/17,2019/3/15,1500000000,0.0003,,,金融合作一部,360,行内,民生银行,资产管理部,郭蕊,按季支付
1,民生银行民生加银资管南宁分行理财2号专项资产管理计划,一对一,2015/9/29,2020/9/29,95000000,0.0003,,,金融合作一部,360,行内,民生银行,资产管理部,郭蕊,按年付息
1,民生银行民生加银资管南宁分行理财2号专项资产管理计划,一对一,2016/3/2,2023/3/1,1800000000,0.0003,,,金融合作一部,360,行内,民生银行,资产管理部,郭蕊,每半年付息，管理费托管费每半年付。
1,民生银行民生加银资管南宁分行理财2号专项资产管理计划,一对一,2016/3/18,2023/3/17,500000000,0.0003,,,金融合作一部,360,行内,民生银行,资产管理部,郭蕊,每半年付息，管理费托管费每半年付。
1,民生银行民生加银资管南宁分行理财2号专项资产管理计划,一对一,2016/4/12,2017/4/12,120000000,0.0003,,,金融合作一部,360,行内,民生银行,资产管理部,郭蕊,按季支付
1,民生银行民生加银资管南宁分行理财1号专项资产管理计划,一对一,2014/12/11,2017/11/10,900000000,0.0003,,,金融合作一部,360,行内,民生银行,资产管理部,郭蕊,按季支付
1,民生银行民生加银资管南宁分行理财1号专项资产管理计划,一对一,2014/12/22,2017/11/10,450000000,0.0003,,,金融合作一部,360,行内,民生银行,资产管理部,郭蕊,按季支付
1,民生银行民生加银资管南宁分行理财1号专项资产管理计划,一对一,2015/2/6,2017/2/6,200000000,0.0003,,,金融合作一部,360,行内,民生银行,资产管理部,郭蕊,按季支付
1,民生银行民生加银资管南京分行理财3号专项资产管理计划,一对一,2015/1/6,2017/11/15,900000000,0.0003,,,金融合作一部,360,行内,民生银行,资产管理部,郭蕊,按季支付
1,民生银行民生加银资管南京分行理财3号专项资产管理计划,一对一,2015/1/9,2017/11/10,1000000000,0.0003,,,金融合作一部,360,行内,民生银行,资产管理部,郭蕊,按季支付
1,民生银行民生加银资管南京分行理财3号专项资产管理计划,一对一,2015/4/20,2017/4/14,300000000,0.0003,,,金融合作一部,360,行内,民生银行,资产管理部,郭蕊,按季支付
1,民生银行民生加银资管南京分行理财3号专项资产管理计划,一对一,2015/4/24,2017/4/21,300000000,0.0003,,,金融合作一部,360,行内,民生银行,资产管理部,郭蕊,按季支付
1,民生银行民生加银资管南京分行理财3号专项资产管理计划,一对一,2015/4/24,2016/4/22,120000000,0.0003,,,金融合作一部,360,行内,民生银行,资产管理部,郭蕊,按季支付
1,民生银行民生加银资管南京分行理财3号专项资产管理计划,一对一,2015/4/24,2017/4/24,80000000,0.0003,,,金融合作一部,360,行内,民生银行,资产管理部,郭蕊,按季支付
1,民生银行民生加银资管南京分行理财3号专项资产管理计划,一对一,2015/5/11,2017/5/11,500000000,0.0003,,,金融合作一部,360,行内,民生银行,资产管理部,郭蕊,按季支付
1,民生银行民生加银资管南京分行理财3号专项资产管理计划,一对一,2015/5/11,2017/5/11,400000000,0.0003,,,金融合作一部,360,行内,民生银行,资产管理部,郭蕊,按季支付
1,民生银行民生加银资管南京分行理财3号专项资产管理计划,一对一,2015/6/5,2017/6/2,385000000,0.0003,,,金融合作一部,360,行内,民生银行,资产管理部,郭蕊,按季支付
1,民生银行民生加银资管南京分行理财3号专项资产管理计划,一对一,2015/6/10,2018/6/8,350000000,0.0003,,,金融合作一部,360,行内,民生银行,资产管理部,郭蕊,按季支付
1,民生银行民生加银资管南京分行理财3号专项资产管理计划,一对一,2015/6/26,2018/6/26,120000000,0.0003,,,金融合作一部,360,行内,民生银行,资产管理部,郭蕊,按季支付
1,民生银行民生加银资管南京分行理财3号专项资产管理计划,一对一,2015/7/23,2016/7/22,100000000,0.0003,,,金融合作一部,360,行内,民生银行,资产管理部,郭蕊,按季支付
1,民生银行民生加银资管南京分行理财3号专项资产管理计划,一对一,2015/8/14,2017/8/14,100000000,0.0003,,,金融合作一部,360,行内,民生银行,资产管理部,郭蕊,按季支付
1,民生银行民生加银资管南京分行理财3号专项资产管理计划,一对一,2015/8/18,2016/8/12,300000000,0.0003,,,金融合作一部,360,行内,民生银行,资产管理部,郭蕊,按季支付
1,民生银行民生加银资管南京分行理财3号专项资产管理计划,一对一,2015/8/27,2017/8/25,249990000,0.0003,,,金融合作一部,360,行内,民生银行,资产管理部,郭蕊,按季支付
1,民生银行民生加银资管南京分行理财3号专项资产管理计划,一对一,2015/8/27,2017/8/25,50000000,0.0003,,,金融合作一部,360,行内,民生银行,资产管理部,郭蕊,按季支付
1,民生银行民生加银资管南京分行理财3号专项资产管理计划,一对一,2015/9/8,2016/8/19,50000000,0.0003,,,金融合作一部,360,行内,民生银行,资产管理部,郭蕊,按季支付
1,民生银行民生加银资管南京分行理财3号专项资产管理计划,一对一,2015/9/9,2017/9/8,80000000,0.0003,,,金融合作一部,360,行内,民生银行,资产管理部,郭蕊,按季支付
1,民生银行民生加银资管南京分行理财3号专项资产管理计划,一对一,2015/10/28,2017/10/27,50000000,0.0003,,,金融合作一部,360,行内,民生银行,资产管理部,郭蕊,按季支付
1,民生银行民生加银资管南京分行理财3号专项资产管理计划,一对一,2015/12/17,2018/12/17,210000000,0.0003,,,金融合作一部,360,行内,民生银行,资产管理部,郭蕊,按季支付
1,民生银行民生加银资管南京分行理财3号专项资产管理计划,一对一,2015/12/30,2017/12/29,140000000,0.0003,,,金融合作一部,360,行内,民生银行,资产管理部,郭蕊,按季支付
1,民生银行民生加银资管南京分行理财3号专项资产管理计划,一对一,2016/1/15,2019/1/4,280000000,0.0003,,,金融合作一部,360,行内,民生银行,资产管理部,郭蕊,按季支付
1,民生银行民生加银资管南京分行理财3号专项资产管理计划,一对一,2016/1/22,2018/1/22,400000000,0.0003,,,金融合作一部,360,行内,民生银行,资产管理部,郭蕊,按季支付
1,民生银行民生加银资管南京分行理财3号专项资产管理计划,一对一,2016/1/22,2018/1/18,190000000,0.0003,,,金融合作一部,360,行内,民生银行,资产管理部,郭蕊,按季支付
1,民生银行民生加银资管南京分行理财3号专项资产管理计划,一对一,2016/1/29,2017/1/25,100000000,0.0003,,,金融合作一部,360,行内,民生银行,资产管理部,郭蕊,按季支付
1,民生银行民生加银资管南京分行理财3号专项资产管理计划,一对一,2016/1/29,2018/1/29,400000000,0.0003,,,金融合作一部,360,行内,民生银行,资产管理部,郭蕊,按季支付
1,民生银行民生加银资管南京分行理财3号专项资产管理计划,一对一,2016/2/1,2018/1/26,200000000,0.0003,,,金融合作一部,360,行内,民生银行,资产管理部,郭蕊,按季支付
1,民生银行民生加银资管南京分行理财3号专项资产管理计划,一对一,2016/2/24,2018/2/23,120000000,0.0003,,,金融合作一部,360,行内,民生银行,资产管理部,郭蕊,按季支付
1,民生银行民生加银资管南京分行理财3号专项资产管理计划,一对一,2016/3/2,2021/2/26,200000000,0.0003,,,金融合作一部,360,行内,民生银行,资产管理部,郭蕊,按季支付
1,民生银行民生加银资管南京分行理财3号专项资产管理计划,一对一,2016/3/9,2017/12/30,120000000,0.0003,,,金融合作一部,360,行内,民生银行,资产管理部,郭蕊,按季支付
1,民生银行民生加银资管南京分行理财3号专项资产管理计划,一对一,2016/3/29,2021/3/8,95000000,0.0003,,,金融合作一部,360,行内,民生银行,资产管理部,郭蕊,按季支付
1,民生银行民生加银资管南京分行理财2号专项资产管理计划,一对一,2014/12/9,2017/11/3,1000000000,0.0003,,,金融合作一部,360,行内,民生银行,资产管理部,郭蕊,按季支付
1,民生银行民生加银资管南京分行理财2号专项资产管理计划,一对一,2014/12/25,2017/11/24,320000000,0.0003,,,金融合作一部,360,行内,民生银行,资产管理部,郭蕊,按季支付
1,民生银行民生加银资管南京分行理财2号专项资产管理计划,一对一,2014/12/30,2017/11/30,200000000,0.0003,,,金融合作一部,360,行内,民生银行,资产管理部,郭蕊,按季支付
1,民生银行民生加银资管南京分行理财2号专项资产管理计划,一对一,2015/1/15,2017/11/10,500000000,0.0003,,,金融合作一部,360,行内,民生银行,资产管理部,郭蕊,按季支付
1,民生银行民生加银资管南京分行理财2号专项资产管理计划,一对一,2015/1/19,2017/11/10,500000000,0.0003,,,金融合作一部,360,行内,民生银行,资产管理部,郭蕊,按季支付
1,民生银行民生加银资管南京分行理财2号专项资产管理计划,一对一,2015/2/3,2017/1/26,50000000,0.0003,,,金融合作一部,360,行内,民生银行,资产管理部,郭蕊,按季支付
1,民生银行民生加银资管南京分行理财2号专项资产管理计划,一对一,2015/2/15,2017/2/13,200000000,0.0003,,,金融合作一部,360,行内,民生银行,资产管理部,郭蕊,按季支付
1,民生银行民生加银资管南京分行理财2号专项资产管理计划,一对一,2015/3/19,2018/2/12,550000000,0.0003,,,金融合作一部,360,行内,民生银行,资产管理部,郭蕊,按季支付
1,民生银行民生加银资管南京分行理财2号专项资产管理计划,一对一,2015/4/17,2018/3/16,800000000,0.0003,,,金融合作一部,360,行内,民生银行,资产管理部,郭蕊,按季支付
1,民生银行民生加银资管南京分行理财2号专项资产管理计划,一对一,2015/6/5,2017/6/5,195000000,0.0003,,,金融合作一部,360,行内,民生银行,资产管理部,郭蕊,按季支付
1,民生银行民生加银资管南京分行理财1号专项资产管理计划,一对一,2014/6/6,2016/6/6,200000000,0.0003,,,金融合作一部,360,行内,民生银行,资产管理部,郭蕊,按季支付
1,民生银行民生加银资管南京分行理财1号专项资产管理计划,一对一,2014/6/18,2016/6/17,100000000,0.0003,,,金融合作一部,360,行内,民生银行,资产管理部,郭蕊,按季支付
1,民生银行民生加银资管南京分行理财1号专项资产管理计划,一对一,2014/6/19,2016/6/17,100000000,0.0003,,,金融合作一部,360,行内,民生银行,资产管理部,郭蕊,按季支付
1,民生银行民生加银资管南京分行理财1号专项资产管理计划,一对一,2014/6/20,2016/6/20,200000000,0.0003,,,金融合作一部,360,行内,民生银行,资产管理部,郭蕊,按季支付
1,民生银行民生加银资管南京分行理财1号专项资产管理计划,一对一,2014/6/27,2017/5/26,400000000,0.0003,,,金融合作一部,360,行内,民生银行,资产管理部,郭蕊,按季支付
1,民生银行民生加银资管南京分行理财1号专项资产管理计划,一对一,2014/6/30,2016/6/30,200000000,0.0003,,,金融合作一部,360,行内,民生银行,资产管理部,郭蕊,按季支付
1,民生银行民生加银资管南京分行理财1号专项资产管理计划,一对一,2014/12/5,2016/12/5,100000000,0.0003,,,金融合作一部,360,行内,民生银行,资产管理部,郭蕊,按季支付
1,民生银行民生加银资管南京分行理财1号专项资产管理计划,一对一,2014/12/16,2016/12/9,24000000,0.0003,,,金融合作一部,360,行内,民生银行,资产管理部,郭蕊,按季支付
1,民生银行民生加银资管南京分行理财1号专项资产管理计划,一对一,2014/12/16,2016/12/9,70000000,0.0003,,,金融合作一部,360,行内,民生银行,资产管理部,郭蕊,按季支付
1,民生银行民生加银资管南京分行理财1号专项资产管理计划,一对一,2014/12/16,2016/12/9,70000000,0.0003,,,金融合作一部,360,行内,民生银行,资产管理部,郭蕊,按季支付
1,民生银行民生加银资管南京分行理财1号专项资产管理计划,一对一,2014/12/16,2016/12/9,70000000,0.0003,,,金融合作一部,360,行内,民生银行,资产管理部,郭蕊,按季支付
1,民生银行民生加银资管南京分行2号专项资产管理计划,一对一,2014/5/29,2016/5/29,150000000,0.0005,,,金融合作三部,360,行内,民生银行,账户直投,郭蕊,按季支付
1,民生银行民生加银资管南京分行2号专项资产管理计划,一对一,2014/9/11,2017/8/11,400000000,0.0005,,,金融合作三部,360,行内,民生银行,账户直投,郭蕊,按季支付
